produto;instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
Debênture;COMP. TRANSM. ENERGIA ELETRICA PAULISTA;R$ 1.127,86;602,56%;R$ 7.923,89;Sem Rating;7384 dias;No ;IPCA +5,4%;CDB IPCA + 6.35%
Debênture;TAESA;R$ 1.133,66;254,92%;R$ 4.023,57;Sem Rating;4797 dias;No ;IPCA +5,4%;CDB IPCA + 6.35%
Debênture;TAESA;R$ 1.135,18;254,65%;R$ 4.025,88;AAA MOODYS;4795 dias;No ;IPCA +5,4%;CDB 6.35%
Debênture;COMP. TRANSM. ENERGIA ELETRICA PAULISTA;R$ 1.135,56;310,15%;R$ 4.657,46;Sem Rating;5345 dias;No ;IPCA +5,4%;CDB IPCA + 6.35%
Debênture;COMP. TRANSM. ENERGIA ELETRICA PAULISTA;R$ 1.137,09;309,83%;R$ 4.660,14;AAA FITCH;5343 dias;No ;IPCA +5,4%;CDB 6.35%
Debênture;MRS LOGISTICA;R$ 1.139,13;306,85%;R$ 4.634,59;Sem Rating;5315 dias;No ;IPCA +5,4%;CDB IPCA + 6.35%
Debênture;MRS LOGISTICA;R$ 1.140,66;306,54%;R$ 4.637,26;AA- S&P;5313 dias;No ;IPCA +5,4%;CDB 6.35%
Debênture;ALGAR TELECOM;R$ 1.146,05;114,15%;R$ 2.454,22;Sem Rating;2880 dias;No ;IPCA +5,4%;CDB IPCA + 6.35%
Debênture;ALGAR TELECOM;R$ 1.147,59;113,98%;R$ 2.455,63;AAA S&P;2878 dias;No ;IPCA +5,4%;CDB 6.35%
CRA;KLABIN;R$ 1.185,78;167,72%;R$ 3.174,52;AAA S&P;3729 dias;No ;IPCA +5,4%;CDB 6.35%
Debênture;CCR RODONORTE;R$ 1.198,12;214,28%;R$ 3.765,45;AA- S&P;4339 dias;No ;IPCA +5,4%;CDB 6.35%
Debênture;JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A;R$ 1.400,35;642,75%;R$ 10.401,07;Sem Rating;7595 dias;;IPCA +5,4%;CDB IPCA + 6.35%
Debênture;JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A;R$ 1.400,35;642,75%;R$ 10.401,07;Sem Rating;7595 dias;;IPCA +5,4%;CDB IPCA + 6.35%
Debênture;JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A;R$ 1.400,35;642,75%;R$ 10.401,07;Sem Rating;7595 dias;;IPCA +5,4%;CDB IPCA + 6.35%
Debênture;TAESA;R$ 1.455,88;626,13%;R$ 10.571,51;Sem Rating;7507 dias;No ;IPCA +5,4%;CDB IPCA + 6.35%
Debênture;TAESA;R$ 1.457,83;625,57%;R$ 10.577,58;AAA MOODYS;7505 dias;No ;IPCA +5,4%;CDB 6.35%
CDB;BANCO FATOR;R$ 5.000,00;8,37%;R$ 5.418,69;BBB- FITCH;361 dias;;10,15%PRÉ;LCI/LCA 8.37% PRÉ
CDB;BANCO FATOR;R$ 5.000,00;8,48%;R$ 5.423,92;BBB- FITCH;365 dias;;10,15%PRÉ;LCI/LCA 8.37% PRÉ
CDB;BANCO TRIANGULO;R$ 5.000,00;28,12%;R$ 6.406,00;A FITCH;1080 dias;;10,15%PRÉ;LCI/LCA 8.63% PRÉ
CDB;BR PARTNERS BANCO DE INVE;R$ 1.000,00;28,60%;R$ 1.285,98;Sem Rating;1095 dias;No ;IPCA +5,4%;LCI/LCA IPCA + 4.59%
CDB;BANCO FIBRA;R$ 10.000,00;12,91%;R$ 11.291,07;B+ FITCH;547 dias;;10,15%PRÉ;LCI/LCA 8.37% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;12,98%;R$ 11.298,40;B+ FITCH;550 dias;;10,15%PRÉ;LCI/LCA 8.37% PRÉ
CDB;BANCO VOLKSWAGEN;R$ 10.000,00;18,21%;R$ 11.820,98;AAA S&P;730 dias;;10,15%PRÉ;LCI/LCA 8.63% PRÉ
CDB;BANCO DAYCOVAL;R$ 1.000,00;18,21%;R$ 1.182,10;AA FITCH;730 dias;No ;IPCA +5,4%;LCI/LCA IPCA + 4.59%
CDB;BANCO DAYCOVAL;R$ 20.000,00;28,55%;R$ 25.710,98;AA FITCH;1096 dias;;10,15%PRÉ;LCI/LCA 8.63% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;28,55%;R$ 25.710,98;AA FITCH;1096 dias;;10,15%PRÉ;LCI/LCA 8.63% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;28,55%;R$ 25.710,98;AA FITCH;1096 dias;;10,15%PRÉ;LCI/LCA 8.63% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;28,55%;R$ 25.710,98;AA FITCH;1096 dias;;10,15%PRÉ;LCI/LCA 0.0% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;40,03%;R$ 28.006,55;AA FITCH;1462 dias;;10,15%PRÉ;LCI/LCA 8.63% PRÉ
CDB;BANCO BV;R$ 1.000,00;8,50%;R$ 1.085,05;AA MOODYS;366 dias;;10,14%PRÉ;LCI/LCA 8.37% PRÉ
Debênture;ENEVA S.A.;R$ 1.137,24;124,23%;R$ 2.550,02;Sem Rating;3059 dias;;IPCA +5,39%;CDB IPCA + 6.34%
Debênture;ENEVA S.A.;R$ 1.137,24;124,23%;R$ 2.550,02;Sem Rating;3059 dias;;IPCA +5,39%;CDB IPCA + 6.34%
Debênture;ENEVA S.A.;R$ 1.137,24;124,23%;R$ 2.550,02;Sem Rating;3059 dias;;IPCA +5,39%;CDB IPCA + 6.34%
CRA;RAIZEN;R$ 1.179,45;126,13%;R$ 2.667,06;AAA FITCH;3091 dias;;IPCA +5,39%;CDB IPCA + 6.34%
CRA;RAIZEN;R$ 1.179,45;126,13%;R$ 2.667,06;AAA FITCH;3091 dias;;IPCA +5,39%;CDB IPCA + 6.34%
CRA;RAIZEN;R$ 1.179,45;126,13%;R$ 2.667,06;AAA FITCH;3091 dias;;IPCA +5,39%;CDB IPCA + 6.34%
CDB;PARANA BANCO;R$ 10.000,00;12,75%;R$ 11.275,09;Sem Rating;543 dias;;IPCA +5,39%;LCI/LCA IPCA + 4.45%
CDB;BANCO MERCANTIL;R$ 1.000,00;8,42%;R$ 1.084,24;BBB+ S&P;366 dias;;IPCA +5,2%;LCI/LCA IPCA + 4.29%
Debênture;COMPANHIA DE GAS DE SAO PAULO COMGAS;R$ 1.151,46;231,60%;R$ 3.818,24;Sem Rating;4551 dias;;IPCA +5,38%;CDB IPCA + 6.33%
Debênture;COMPANHIA DE GAS DE SAO PAULO COMGAS;R$ 1.151,46;231,60%;R$ 3.818,24;Sem Rating;4551 dias;;IPCA +5,38%;CDB IPCA + 6.33%
Debênture;COMPANHIA DE GAS DE SAO PAULO COMGAS;R$ 1.151,46;231,60%;R$ 3.818,24;Sem Rating;4551 dias;;IPCA +5,38%;CDB IPCA + 6.33%
CRA;RAIZEN;R$ 1.166,23;152,89%;R$ 2.949,24;AAA FITCH;3518 dias;;10,13%PRÉ;CDB 11.92%
CRA;RAIZEN;R$ 1.166,23;152,89%;R$ 2.949,24;AAA FITCH;3518 dias;;10,13%PRÉ;CDB 11.92%
CRA;RAIZEN;R$ 1.166,23;152,89%;R$ 2.949,24;AAA FITCH;3518 dias;;10,13%PRÉ;CDB 11.92%
Debênture;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.;R$ 1.209,49;108,41%;R$ 2.520,71;Sem Rating;2785 dias;;IPCA +5,38%;CDB IPCA + 6.33%
Debênture;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENE;R$ 1.209,49;108,41%;R$ 2.520,71;Sem Rating;2785 dias;;IPCA +5,38%;CDB IPCA + 6.33%
Debênture;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.;R$ 1.209,49;108,41%;R$ 2.520,71;Sem Rating;2785 dias;;IPCA +5,38%;CDB IPCA + 6.33%
Debênture;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENE;R$ 1.209,49;108,41%;R$ 2.520,71;Sem Rating;2785 dias;;IPCA +5,38%;CDB IPCA + 6.33%
Debênture;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.;R$ 1.209,49;108,41%;R$ 2.520,71;Sem Rating;2785 dias;;IPCA +5,38%;CDB IPCA + 6.33%
Debênture;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENE;R$ 1.209,49;108,41%;R$ 2.520,71;Sem Rating;2785 dias;;IPCA +5,38%;CDB IPCA + 6.33%
CDB;BANCO BV;R$ 10.000,00;8,50%;R$ 10.849,65;AA MOODYS;370 dias;;10,13%PRÉ;LCI/LCA 0.0% PRÉ
LCA;BANCO ABC BRASIL;R$ 10.000,00;33,00%;R$ 13.299,97;AAA FITCH;1080 dias;;91,25% CDI;CDB 107.35% CDI
Debênture;RUMO MALHA NORTE;R$ 12.454,26;61,12%;R$ 20.065,96;AAA FITCH;2056 dias;;IPCA +5,38%;LCI/LCA IPCA + 4.57%
Debênture;ELETROPAULO METROPOL. ELETR. DE S.P.;R$ 12.869,99;20,25%;R$ 15.475,53;Sem Rating;807 dias;;IPCA +5,38%;LCI/LCA IPCA + 4.57%
Debênture;CEMIG DISTRIBUICAO;R$ 12.908,59;21,05%;R$ 15.626,37;AA- MOODYS;838 dias;;IPCA +5,38%;LCI/LCA IPCA + 4.57%
CRA;VERT COMPANHIA SECURITIZADORA;R$ 13.345,29;19,08%;R$ 15.890,97;Sem Rating;656 dias;;IPCA +5,38%;LCI/LCA IPCA + 6.52%
Debênture;RUMO MALHA NORTE;R$ 13.879,89;68,22%;R$ 23.348,97;AAA FITCH;2238 dias;;IPCA +5,38%;LCI/LCA IPCA + 4.57%
CRI;REDE D'OR SÃO LUIZ;R$ 19.236,00;72,35%;R$ 33.152,52;Sem Rating;2067 dias;;IPCA +5,2%;LCI/LCA IPCA + 6.12%
CRA;M. DIAS BRANCO INDÚSTRIA E COMÉRCIO DE ALIMENTOS;R$ 19.805,00;100,56%;R$ 39.720,06;Sem Rating;2643 dias;;IPCA +5,2%;LCI/LCA IPCA + 6.12%
CDB;BANCO DAYCOVAL;R$ 20.000,00;8,50%;R$ 21.699,30;AA FITCH;366 dias;;10,13%PRÉ;LCI/LCA 8.36% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;8,50%;R$ 21.699,30;AA FITCH;366 dias;;10,13%PRÉ;LCI/LCA 8.36% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;52,49%;R$ 30.497,51;AA FITCH;1826 dias;;IPCA +5,38%;LCI/LCA IPCA + 4.57%
CDB;BANCO DAYCOVAL;R$ 20.000,00;52,49%;R$ 30.497,51;AA FITCH;1826 dias;;IPCA +5,38%;LCI/LCA IPCA + 4.57%
CDB;BANCO DAYCOVAL;R$ 20.000,00;52,49%;R$ 30.497,51;AA FITCH;1826 dias;;IPCA +5,38%;LCI/LCA IPCA + 4.57%
CDB;BANCO BV;R$ 1.000,00;18,19%;R$ 1.181,93;AA MOODYS;733 dias;;10,12%PRÉ;LCI/LCA 8.6% PRÉ
CDB;BANCO BTG PACTUAL;R$ 1.000,00;28,46%;R$ 1.284,62;AAA S&P;1096 dias;;10,12%PRÉ;LCI/LCA 0.0% PRÉ
CDB;BANCO BTG PACTUAL;R$ 1.000,00;28,50%;R$ 1.285,01;AAA S&P;1097 dias;;IPCA +5,37%;LCI/LCA IPCA + 4.56%
LCA;BANCO BTG PACTUAL;R$ 1.000,00;115,83%;R$ 2.158,31;AAA S&P;2923 dias;;91,15% CDI;CDB 107.24% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;115,83%;R$ 2.158,31;AAA S&P;2923 dias;;91,15% CDI;CDB 107.24% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;115,83%;R$ 2.158,31;AAA S&P;2923 dias;;91,15% CDI;CDB 107.24% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;137,87%;R$ 2.378,67;AAA S&P;3289 dias;;91,2% CDI;CDB 107.29% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;137,87%;R$ 2.378,67;AAA S&P;3289 dias;;91,2% CDI;CDB 107.29% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;137,87%;R$ 2.378,67;AAA S&P;3289 dias;;91,2% CDI;CDB 107.29% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;161,80%;R$ 2.617,96;AAA S&P;3652 dias;;91,22% CDI;CDB 107.32% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;161,80%;R$ 2.617,96;AAA S&P;3652 dias;;91,22% CDI;CDB 107.32% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;161,80%;R$ 2.617,96;AAA S&P;3652 dias;;91,22% CDI;CDB 107.32% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;17,88%;R$ 5.893,88;BBB- FITCH;721 dias;;10,12%PRÉ;LCI/LCA 8.6% PRÉ
Debênture;ENEL GREEN POWER VOLTA GRANDE S.A;R$ 7.569,62;61,04%;R$ 12.190,07;Sem Rating;2056 dias;;IPCA +5,37%;LCI/LCA IPCA + 4.56%
Debênture;ENEL GREEN POWER VOLTA GRANDE S.A;R$ 7.573,25;61,04%;R$ 12.195,92;Sem Rating;2056 dias;;IPCA +5,37%;LCI/LCA IPCA + 4.56%
Debênture;RUMO MALHA NORTE;R$ 11.293,53;78,48%;R$ 20.157,08;AAA FITCH;2482 dias;;IPCA +5,37%;LCI/LCA IPCA + 4.56%
Debênture;COELCE;R$ 19.465,00;105,70%;R$ 40.039,48;Sem Rating;3070 dias;;IPCA +5,19%;LCI/LCA IPCA + 4.41%
CRA;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS;R$ 19.485,00;39,85%;R$ 27.249,24;Sem Rating;1275 dias;;IPCA +5,19%;LCI/LCA IPCA + 6.11%
CRI;HYPERA;R$ 19.516,00;72,25%;R$ 33.617,05;Sem Rating;2067 dias;;IPCA +5,19%;LCI/LCA IPCA + 6.11%
Debênture;AES TIETE E;R$ 19.875,00;55,60%;R$ 30.925,35;Sem Rating;1914 dias;;IPCA +5,19%;LCI/LCA IPCA + 4.41%
LCA;BANCO BTG PACTUAL;R$ 1.000,00;95,87%;R$ 1.958,72;AAA S&P;2556 dias;;91,11% CDI;CDB 107.19% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;95,87%;R$ 1.958,72;AAA S&P;2556 dias;;91,11% CDI;CDB 107.19% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;95,87%;R$ 1.958,72;AAA S&P;2556 dias;;91,11% CDI;CDB 107.19% CDI
CRA;KLABIN;R$ 1.189,89;166,58%;R$ 3.172,02;AAA S&P;3728 dias;;IPCA +5,36%;CDB IPCA + 6.31%
CRA;KLABIN;R$ 1.189,89;166,58%;R$ 3.172,02;AAA S&P;3728 dias;;IPCA +5,36%;CDB IPCA + 6.31%
CRA;KLABIN;R$ 1.189,89;166,58%;R$ 3.172,02;AAA S&P;3728 dias;;IPCA +5,36%;CDB IPCA + 6.31%
CDB;BANCO NBC;R$ 2.000,00;8,34%;R$ 2.166,81;AAA FITCH;361 dias;;10,11%PRÉ;LCI/LCA 8.34% PRÉ
CDB;BANCO BTG PACTUAL;R$ 5.000,00;23,22%;R$ 6.161,13;AAA S&P;912 dias;;10,11%PRÉ;LCI/LCA 8.59% PRÉ
CDB;BANCO DIGIMAIS;R$ 5.000,00;39,09%;R$ 6.954,52;BBB- FITCH;1438 dias;;10,11%PRÉ;LCI/LCA 8.59% PRÉ
CDB;BANCO BV;R$ 10.000,00;18,13%;R$ 11.813,46;AA MOODYS;732 dias;;10,11%PRÉ;LCI/LCA 0.0% PRÉ
Debênture;FURNAS-CENTRAIS ELETRICAS S.A.;R$ 12.375,72;62,19%;R$ 20.072,65;Sem Rating;2088 dias;;IPCA +5,36%;LCI/LCA IPCA + 4.56%
Debênture;RUMO MALHA NORTE;R$ 12.528,37;60,96%;R$ 20.165,87;AAA FITCH;2056 dias;;IPCA +5,36%;LCI/LCA IPCA + 4.56%
Debênture;RUMO MALHA NORTE;R$ 12.897,69;51,94%;R$ 19.596,53;AAA FITCH;1814 dias;;IPCA +5,36%;LCI/LCA IPCA + 4.56%
Debênture;ELETROBRAS;R$ 13.203,60;55,17%;R$ 20.487,72;AAA S&P;1903 dias;;IPCA +5,36%;LCI/LCA IPCA + 4.56%
CDB;BANCO DAYCOVAL;R$ 20.000,00;23,14%;R$ 24.627,97;AA FITCH;910 dias;;10,11%PRÉ;LCI/LCA 8.59% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;23,22%;R$ 24.643,60;AA FITCH;914 dias;;IPCA +5,36%;LCI/LCA IPCA + 4.56%
CDB;BANCO DAYCOVAL;R$ 20.000,00;23,22%;R$ 24.643,60;AA FITCH;914 dias;;IPCA +5,36%;LCI/LCA IPCA + 4.56%
CDB;BANCO DAYCOVAL;R$ 20.000,00;23,22%;R$ 24.643,60;AA FITCH;914 dias;;IPCA +5,36%;LCI/LCA IPCA + 4.56%
Debênture;SAO MARTINHO;R$ 20.315,00;99,67%;R$ 40.563,18;Sem Rating;2950 dias;;IPCA +5,18%;LCI/LCA IPCA + 4.4%
CRI;CURY (CYRELA);R$ 523,96;6,50%;R$ 558,02;Sem Rating;236 dias;;91,0% CDI;CDB 113.75% CDI
CRI;CURY (CYRELA);R$ 523,96;6,50%;R$ 558,02;Sem Rating;236 dias;;91,0% CDI;CDB 113.75% CDI
CRI;CURY (CYRELA);R$ 523,96;6,50%;R$ 558,02;Sem Rating;236 dias;;91,0% CDI;CDB 113.75% CDI
LCA;BANCO ORIGINAL;R$ 1.000,00;10,10%;R$ 1.100,98;BB+ FITCH;362 dias;;91,0% CDI;CDB 110.3% CDI
CDB;BANCO BV;R$ 1.000,00;8,44%;R$ 1.084,37;AA MOODYS;365 dias;No ;10,10%PRÉ;LCI/LCA 8.33% PRÉ
CDB;BANCO XP;R$ 1.000,00;8,43%;R$ 1.084,35;AA FITCH;365 dias;No ;IPCA +5,35%;LCI/LCA IPCA + 4.41%
LCA;BANCO ORIGINAL;R$ 1.000,00;10,22%;R$ 1.102,24;BB+ FITCH;365 dias;D+90;91,0% CDI;CDB 110.3% CDI
CDB;BANCO ANDBANK;R$ 1.000,00;8,44%;R$ 1.084,37;AAA FITCH;365 dias;;10,10%PRÉ;LCI/LCA 8.33% PRÉ
CDB;BANCO ANDBANK;R$ 1.000,00;8,44%;R$ 1.084,37;AAA FITCH;365 dias;;10,10%PRÉ;LCI/LCA 8.33% PRÉ
CDB;BANCO ANDBANK;R$ 1.000,00;8,44%;R$ 1.084,37;AAA FITCH;365 dias;;10,10%PRÉ;LCI/LCA 8.33% PRÉ
CDB;BANCO PAN;R$ 1.000,00;8,47%;R$ 1.084,71;AAA S&P;366 dias;;10,10%PRÉ;LCI/LCA 8.33% PRÉ
LCA;BANCO BV;R$ 1.000,00;10,27%;R$ 1.102,66;AA MOODYS;370 dias;;91,0% CDI;CDB 110.3% CDI
CDB;BANCO PAN;R$ 1.000,00;12,55%;R$ 1.125,55;AAA S&P;540 dias;;10,10%PRÉ;LCI/LCA 8.33% PRÉ
CDB;BANCO PAN;R$ 1.000,00;18,12%;R$ 1.181,16;AAA S&P;730 dias;;10,10%PRÉ;LCI/LCA 8.58% PRÉ
LCA;BANCO COOPERATIVO SICOOB;R$ 1.000,00;21,31%;R$ 1.213,08;Sem Rating;730 dias;No ;91,0% CDI;CDB 107.06% CDI
LCA;BANCO COOPERATIVO SICOOB;R$ 1.000,00;21,31%;R$ 1.213,08;Sem Rating;730 dias;No ;91,0% CDI;CDB 107.06% CDI
LCA;BANCO ABC BRASIL;R$ 1.000,00;21,31%;R$ 1.213,08;AAA FITCH;730 dias;D+90;91,0% CDI;CDB 107.06% CDI
LCA;BANCO RIBEIRAO PRETO;R$ 1,00;21,31%;R$ 1,21;A- S&P;730 dias;D+90;91,0% CDI;CDB 107.06% CDI
CDB;BANCO BTG PACTUAL;R$ 1.000,00;18,15%;R$ 1.181,51;AAA S&P;733 dias;;IPCA +5,35%;LCI/LCA IPCA + 4.55%
LCA;BANCO ABC BRASIL;R$ 1.000,00;21,35%;R$ 1.213,54;AAA FITCH;733 dias;;91,0% CDI;CDB 107.06% CDI
LCI;BANCO DE BRASILIA;R$ 1.000,00;32,90%;R$ 1.328,96;BB- FITCH;1080 dias;;91,0% CDI;CDB 107.06% CDI
LCI;BANCO DE BRASILIA;R$ 1.000,00;33,46%;R$ 1.334,55;Sem Rating;1095 dias;No ;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;33,40%;R$ 1.334,04;AAA S&P;1096 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;33,40%;R$ 1.334,04;AAA S&P;1096 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;33,40%;R$ 1.334,04;AAA S&P;1096 dias;;91,0% CDI;CDB 107.06% CDI
CDB;BANCO PAN;R$ 1.000,00;28,44%;R$ 1.284,37;AAA S&P;1097 dias;;IPCA +5,35%;LCI/LCA IPCA + 4.55%
LCA;BANCO BTG PACTUAL;R$ 1.000,00;33,61%;R$ 1.336,08;AAA S&P;1100 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;33,61%;R$ 1.336,08;AAA S&P;1100 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;33,61%;R$ 1.336,08;AAA S&P;1100 dias;;91,0% CDI;CDB 107.06% CDI
CDB;BANCO PAN;R$ 1.000,00;33,48%;R$ 1.334,82;AAA S&P;1260 dias;No ;IPCA +5,35%;LCI/LCA IPCA + 4.55%
CDB;BANCO TRIANGULO;R$ 1.000,00;52,25%;R$ 1.522,54;A FITCH;1825 dias;No ;10,10%PRÉ;LCI/LCA 8.58% PRÉ
LCA;BANCO BTG PACTUAL;R$ 1.000,00;77,89%;R$ 1.778,87;AAA S&P;2191 dias;;91,05% CDI;CDB 107.12% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;77,89%;R$ 1.778,87;AAA S&P;2191 dias;;91,05% CDI;CDB 107.12% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;77,89%;R$ 1.778,87;AAA S&P;2191 dias;;91,05% CDI;CDB 107.12% CDI
Debênture;ELETROBRAS;R$ 1.098,28;106,46%;R$ 2.267,48;Sem Rating;2758 dias;No ;IPCA +5,35%;CDB IPCA + 6.29%
Debênture;ELETROBRAS;R$ 1.099,75;106,30%;R$ 2.268,78;AAA S&P;2756 dias;No ;IPCA +5,35%;CDB 6.29%
Debênture;MRS LOGISTICA;R$ 1.118,38;203,23%;R$ 3.391,30;Sem Rating;4219 dias;No ;IPCA +5,35%;CDB IPCA + 6.29%
Debênture;ENERGISA;R$ 1.150,29;118,46%;R$ 2.512,89;Sem Rating;2971 dias;No ;IPCA +5,35%;CDB IPCA + 6.29%
Debênture;ENERGISA;R$ 1.151,83;118,29%;R$ 2.514,33;AA+ FITCH;2969 dias;No ;IPCA +5,35%;CDB 6.29%
Debênture;ENERGISA;R$ 1.161,92;113,35%;R$ 2.478,93;Sem Rating;2880 dias;No ;IPCA +5,35%;CDB IPCA + 6.29%
Debênture;RAIZEN;R$ 1.179,32;116,63%;R$ 2.554,75;Sem Rating;2940 dias;No ;IPCA +5,35%;CDB IPCA + 6.29%
Debênture;RAIZEN;R$ 1.180,90;116,46%;R$ 2.556,22;AAA FITCH;2938 dias;No ;IPCA +5,35%;CDB 6.29%
CRI;PETROBRAS;R$ 1.184,47;272,79%;R$ 4.415,60;AA FITCH;5010 dias;No ;IPCA +5,35%;CDB 6.29%
CRA;KLABIN;R$ 1.188,45;166,63%;R$ 3.168,75;Sem Rating;3731 dias;No ;IPCA +5,35%;CDB IPCA + 6.29%
Debênture;CCR RODONORTE;R$ 1.200,59;212,76%;R$ 3.754,92;Sem Rating;4341 dias;No ;IPCA +5,35%;CDB IPCA + 6.29%
Debênture;ENERGISA;R$ 1.209,03;108,20%;R$ 2.517,18;Sem Rating;2788 dias;No ;IPCA +5,35%;CDB IPCA + 6.29%
Debênture;ENERGISA;R$ 1.209,03;108,20%;R$ 2.517,18;Sem Rating;2788 dias;No ;IPCA +5,35%;CDB IPCA + 6.29%
Debênture;ENERGISA;R$ 1.210,65;108,04%;R$ 2.518,63;AA+ FITCH;2786 dias;No ;IPCA +5,35%;CDB 6.29%
CRA;RAIZEN;R$ 1.324,60;82,93%;R$ 2.423,03;AAA FITCH;2301 dias;No ;IPCA +5,35%;CDB 6.29%
CDB;BANCO FATOR;R$ 5.000,00;6,12%;R$ 5.305,90;BBB- FITCH;275 dias;;10,10%PRÉ;LCI/LCA 8.08% PRÉ
LCI;BANCO INTER;R$ 5.000,00;12,61%;R$ 5.630,28;A- FITCH;450 dias;;91,0% CDI;CDB 110.3% CDI
LCI;BANCO INTER;R$ 5.000,00;15,35%;R$ 5.767,33;A- FITCH;540 dias;;91,0% CDI;CDB 110.3% CDI
LCI;BANCO INTER;R$ 5.000,00;15,35%;R$ 5.767,33;A- FITCH;540 dias;;91,0% CDI;CDB 110.3% CDI
LCI;BANCO INTER;R$ 5.000,00;20,94%;R$ 6.046,89;A- FITCH;716 dias;;91,0% CDI;CDB 110.3% CDI
LCA;SICOOB;R$ 5.000,00;21,22%;R$ 6.060,76;Sem Rating;728 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO COOPERATIVO SICOOB;R$ 1.000,00;21,31%;R$ 1.213,08;Sem Rating;730 dias;D+90;91,0% CDI;CDB 107.06% CDI
LCA;BANCO COOPERATIVO SICOOB;R$ 1.000,00;21,31%;R$ 1.213,08;Sem Rating;730 dias;D+90;91,0% CDI;CDB 107.06% CDI
LCA;SICOOB;R$ 5.000,00;21,31%;R$ 6.065,39;Sem Rating;730 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO SICOOB;R$ 5.000,00;21,31%;R$ 6.065,39;Sem Rating;730 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO SICOOB;R$ 5.000,00;21,31%;R$ 6.065,39;Sem Rating;732 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO SICOOB;R$ 5.000,00;21,31%;R$ 6.065,39;Sem Rating;732 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO SICOOB;R$ 5.000,00;21,31%;R$ 6.065,39;Sem Rating;732 dias;;91,0% CDI;CDB 107.06% CDI
LCA;BANCO SICOOB;R$ 5.000,00;21,59%;R$ 6.079,29;Sem Rating;740 dias;;91,0% CDI;CDB 107.06% CDI
LCI;BANCO INTER;R$ 5.000,00;26,80%;R$ 6.340,01;A- FITCH;898 dias;;91,0% CDI;CDB 107.06% CDI
LCI;BANCO INTER;R$ 5.000,00;32,90%;R$ 6.644,79;A- FITCH;1082 dias;;91,0% CDI;CDB 107.06% CDI
LCI;BANCO INTER;R$ 5.000,00;32,90%;R$ 6.644,79;A- FITCH;1082 dias;;91,0% CDI;CDB 107.06% CDI
LCI;BANCO INTER;R$ 5.000,00;32,90%;R$ 6.644,79;A- FITCH;1082 dias;;91,0% CDI;CDB 107.06% CDI
LCI;BANCO DE BRASILIA;R$ 5.000,00;33,35%;R$ 6.667,66;BB- FITCH;1093 dias;;91,0% CDI;CDB 107.06% CDI
LCI;BANCO INTER;R$ 1.000,00;33,46%;R$ 1.334,55;A- FITCH;1095 dias;D+90;91,0% CDI;CDB 107.06% CDI
