Player;Season;Club;Comp;App;GS;Ass;MoM;AvP;YC;RC;Position
Rogelio FUNES MORI;7;Monterrey;Divisão 2;26 (0);8;8;4;6.77;3;1;F(C)
Rogelio FUNES MORI;6;Monterrey;Divisão 1;7 (0);2;0;1;6.43;1;0;F(C)
Alan PATRICK;11;Colo-Colo;Divisão 1;0 (0);0;0;0;0.00;0;0;M,AM(C)
Danilo D'AMBROSIO;11;San Lorenzo;Divisão 2;0 (0);0;0;0;0.00;0;0;D(RC),DM,M(R)
Serge AURIER;11;Cruz Azul;Divisão 2;1 (0);0;0;0;6.00;0;0;D(RC),DM,M(R)
Serge AURIER;10;Cruz Azul;Divisão 2;5 (0);0;0;0;6.00;1;0;D(RC),DM,M(R)
Serge AURIER;9;Cruz Azul;Divisão 2;18 (0);0;0;0;6.11;2;0;D(RC),DM,M(R)
Serge AURIER;7;Independiente;Divisão 1;7 (0);1;0;0;6.43;2;0;D(RC),DM,M(R)
Serge AURIER;6;São Paulo FC;Divisão 1;14 (0);0;0;0;6.07;2;0;D(RC),DM,M(R)
Serge AURIER;5;São Paulo FC;Divisão 1;25 (0);0;0;0;6.20;5;1;D(RC),DM,M(R)
Serge AURIER;3;Tigres UANL;Divisão 1;25 (0);0;0;0;6.32;4;2;D(RC),DM,M(R)
Serge AURIER;2;Monterrey;Divisão 1;8 (0);0;1;0;6.12;0;0;D(RC),DM,M(R)
Serge AURIER;1;Monterrey;Divisão 1;19 (0);1;0;0;6.37;0;0;D(RC),DM,M(R)
Guido PIZARRO;5;Tigres UANL;Divisão 1;19 (0);1;0;0;6.05;4;0;D,DM,M(C)
Guido PIZARRO;1;Tigres UANL;Divisão 2;17 (0);2;6;1;6.88;4;0;D,DM,M(C)
Martin BRAITHWAITE;5;Club América;Divisão 1;3 (9);1;1;0;5.92;0;0;AM(RL),F(RLC)
Martin BRAITHWAITE;4;Universidad de Chile;Divisão 2;5 (0);0;1;0;6.60;0;0;AM(RL),F(RLC)
Martin BRAITHWAITE;2;New York City FC;Divisão 1;5 (0);1;2;1;6.80;1;0;AM(RL),F(RLC)
Martin BRAITHWAITE;1;Independiente;Divisão 1;3 (2);0;0;0;6.60;1;0;AM(RL),F(RLC)
Néstor ARAÚJO;11;Club América;Divisão 1;9 (0);1;0;0;5.78;2;0;D(C)
Néstor ARAÚJO;10;Club América;Divisão 2;9 (0);0;1;0;5.78;1;0;D(C)
Néstor ARAÚJO;9;Club América;Divisão 2;24 (0);0;1;0;6.25;2;1;D(C)
Néstor ARAÚJO;8;Club América;Divisão 2;27 (0);1;0;1;6.37;3;0;D(C)
Néstor ARAÚJO;7;Club América;Divisão 2;20 (0);1;3;1;6.05;2;0;D(C)
Néstor ARAÚJO;6;Club América;Divisão 1;12 (0);0;0;0;5.75;2;0;D(C)
James TAVERNIER;11;Club América;Divisão 1;8 (0);0;0;0;5.50;1;0;D,DM,M(R)
James TAVERNIER;10;Club América;Divisão 2;10 (0);0;0;0;5.80;0;0;D,DM,M(R)
James TAVERNIER;7;Atlanta United;Divisão 1;4 (0);0;0;0;6.00;0;0;D,DM,M(R)
James TAVERNIER;6;Club América;Divisão 1;6 (0);0;0;0;6.00;2;0;D,DM,M(R)
James TAVERNIER;5;Club América;Divisão 1;7 (0);0;0;0;6.14;0;0;D,DM,M(R)
James TAVERNIER;4;Club América;Divisão 1;26 (0);0;0;0;6.04;5;0;D,DM,M(R)
Cédric SOARES;11;Toronto FC;Divisão 2;0 (0);0;0;0;0.00;0;0;D,DM,M(RL)
Luis ADVÍNCULA;8;Boca Juniors;Divisão 2;5 (0);0;0;0;6.00;1;0;D,DM,M,AM(R)
Luis ADVÍNCULA;7;Boca Juniors;Divisão 2;20 (0);0;1;0;6.00;2;0;D,DM,M,AM(R)
Matt DOHERTY;5;Universidad de Chile;Divisão 1;24 (0);1;0;0;6.17;3;0;D,DM,M(RL)
Matt DOHERTY;4;Universidad de Chile;Divisão 2;29 (0);1;0;0;6.59;2;0;D,DM,M(RL)
Matt DOHERTY;2;Vélez Sársfield;Divisão 1;16 (0);0;0;0;6.06;1;0;D,DM,M(RL)
Alcántara RAFINHA;5;Estudiantes de LP;Divisão 2;14 (0);2;3;0;6.21;1;0;M,AM(RC)
Alcántara RAFINHA;4;Estudiantes de LP;Divisão 1;14 (2);3;1;0;6.38;2;0;M,AM(RC)
Alcántara RAFINHA;3;Estudiantes de LP;Divisão 1;21 (0);0;1;0;6.10;2;1;M,AM(RC)
Alcántara RAFINHA;1;Vasco da Gama;Divisão 1;23 (0);2;0;0;6.17;3;0;M,AM(RC)
José Luis PALOMINO;6;Cruzeiro;Divisão 2;16 (0);1;0;0;6.62;1;0;D(C)
José Luis PALOMINO;5;Boca Juniors;Divisão 2;23 (0);1;2;1;6.48;2;0;D(C)
José Luis PALOMINO;4;Orlando City SC;Divisão 1;20 (0);2;0;0;6.25;3;0;D(C)
José Luis PALOMINO;3;Orlando City SC;Divisão 1;13 (0);1;0;0;6.15;1;0;D(C)
Esteban ANDRADA;7;Monterrey;Divisão 2;29 (0);0;0;3;6.72;0;0;GK
Esteban ANDRADA;6;Monterrey;Divisão 1;6 (0);0;0;2;7.33;0;0;GK
Esteban ANDRADA;4;Orlando City SC;Divisão 1;29 (0);0;0;5;6.28;0;0;GK
Esteban ANDRADA;3;Orlando City SC;Divisão 1;13 (0);0;0;0;6.31;0;0;GK
Esteban ANDRADA;2;Boca Juniors;Divisão 1;8 (0);0;0;0;6.00;0;0;GK
Esteban ANDRADA;1;Boca Juniors;Divisão 2;30 (0);0;0;6;6.93;0;0;GK
Josef MARTÍNEZ;6;San Lorenzo;Divisão 1;1 (4);1;1;0;7.00;1;0;F(C)
Josef MARTÍNEZ;2;New York City FC;Divisão 1;7 (0);2;1;0;7.00;0;0;F(C)
Josef MARTÍNEZ;1;Atlanta United;Divisão 1;6 (0);1;0;0;6.17;0;0;F(C)
Frank FABRA;8;Boca Juniors;Divisão 2;6 (0);0;0;0;6.17;0;0;D,DM,M(L)
Frank FABRA;7;Boca Juniors;Divisão 2;27 (0);2;0;1;5.85;2;0;D,DM,M(L)
Frank FABRA;6;Boca Juniors;Divisão 2;1 (0);0;0;0;6.00;0;0;D,DM,M(L)
Frank FABRA;6;Club América;Divisão 1;3 (0);0;2;0;6.00;0;0;D,DM,M(L)
Frank FABRA;5;Club América;Divisão 1;9 (0);2;6;2;6.78;0;0;D,DM,M(L)
Frank FABRA;4;Club América;Divisão 1;6 (3);1;1;1;6.44;1;0;D,DM,M(L)
Frank FABRA;2;Boca Juniors;Divisão 1;12 (1);1;0;0;6.00;4;0;D,DM,M(L)
Thomas MEUNIER;8;Colo-Colo;Divisão 2;3 (0);0;0;0;6.00;1;0;D,DM,M(R)
John Anthony BROOKS;1;Monterrey;Divisão 1;18 (0);3;1;2;6.56;2;0;D(C)
Dennis PRAET;5;Lanús;Divisão 2;24 (0);4;4;2;6.88;3;1;M(C),AM(RC)
Dennis PRAET;4;Cruzeiro;Divisão 2;3 (0);0;1;0;6.33;0;0;M(C),AM(RC)
Dennis PRAET;3;Cruzeiro;Divisão 2;12 (0);3;4;0;7.08;2;0;M(C),AM(RC)
Michael KEANE;7;Corinthians;Divisão 2;3 (0);0;0;0;6.67;0;0;D(C)
Michael KEANE;6;Corinthians;Divisão 2;28 (1);3;3;1;6.52;4;0;D(C)
Michael KEANE;5;Corinthians;Divisão 1;26 (0);0;0;0;5.65;5;1;D(C)
Michael KEANE;4;Corinthians;Divisão 1;27 (0);2;1;0;6.30;3;0;D(C)
Michael KEANE;3;Tigres UANL;Divisão 1;20 (0);1;0;0;6.40;5;0;D(C)
Michael KEANE;2;Tigres UANL;Divisão 1;21 (0);2;2;0;6.95;3;1;D(C)
Michael KEANE;1;Tigres UANL;Divisão 2;13 (0);3;1;2;7.31;1;0;D(C)
Monteiro FELIPE;10;Monterrey;Divisão 1;16 (0);0;0;0;6.06;4;0;D(C)
Monteiro FELIPE;8;Orlando City SC;Divisão 2;21 (0);1;2;0;6.86;0;0;D(C)
Monteiro FELIPE;7;Orlando City SC;Divisão 2;20 (1);3;1;0;6.71;1;1;D(C)
Monteiro FELIPE;6;Orlando City SC;Divisão 1;13 (2);0;0;0;6.07;1;0;D(C)
Monteiro FELIPE;4;Orlando City SC;Divisão 1;22 (0);0;2;0;6.77;1;0;D(C)
Monteiro FELIPE;3;Orlando City SC;Divisão 1;26 (0);1;0;0;6.77;1;0;D(C)
Jonny OTTO;11;New York City FC;Divisão 1;0 (0);0;0;0;0.00;0;0;D,DM,M(RL)
Jonny OTTO;10;New York City FC;Divisão 1;15 (0);0;1;0;6.07;1;1;D,DM,M(RL)
Jonny OTTO;9;New York City FC;Divisão 1;20 (0);1;0;0;5.95;1;0;D,DM,M(RL)
Jonny OTTO;7;São Paulo FC;Divisão 1;20 (0);0;0;0;6.20;3;0;D,DM,M(RL)
Jonny OTTO;6;São Paulo FC;Divisão 1;28 (0);0;0;0;6.00;7;0;D,DM,M(RL)
Jonny OTTO;5;Nacional;Divisão 2;14 (0);0;0;0;5.71;0;0;D,DM,M(RL)
Jonny OTTO;3;Independiente;Divisão 1;12 (0);0;0;0;5.83;0;0;D,DM,M(RL)
Ricardo PEREIRA;9;Vasco da Gama;Divisão 2;9 (0);0;0;0;6.22;2;0;D,DM,M(RL)
Ricardo PEREIRA;7;Atlético Mineiro;Divisão 2;23 (0);1;2;0;6.43;2;0;D,DM,M(RL)
Pol FERNÁNDEZ;11;São Paulo FC;Divisão 2;0 (0);0;0;0;0.00;0;0;DM,M,AM(C)
Yunis ABDELHAMID;11;New York City FC;Divisão 1;1 (0);0;0;0;6.00;0;0;D(C)
Yunis ABDELHAMID;10;New York City FC;Divisão 1;3 (0);0;0;0;5.67;0;0;D(C)
Yunis ABDELHAMID;9;New York City FC;Divisão 1;4 (0);0;0;0;5.75;0;0;D(C)
Yunis ABDELHAMID;8;New York City FC;Divisão 1;3 (0);0;0;0;5.67;0;0;D(C)
Yunis ABDELHAMID;7;New York City FC;Divisão 1;3 (0);0;0;0;6.00;0;0;D(C)
Moussa MAREGA;7;Lanús;Divisão 1;4 (0);2;0;0;6.25;0;0;AM,F(RC)
Moussa MAREGA;6;Lanús;Divisão 1;17 (0);6;1;3;7.18;1;0;AM,F(RC)
Moussa MAREGA;5;Lanús;Divisão 2;24 (0);6;9;5;7.38;4;0;AM,F(RC)
Neal MAUPAY;11;Nacional;Divisão 1;0 (0);0;0;0;0.00;0;0;F(C)
Neal MAUPAY;10;Nacional;Divisão 2;8 (6);4;2;0;6.57;2;0;F(C)
Neal MAUPAY;9;Nacional;Divisão 2;4 (1);2;0;0;6.40;0;0;F(C)
Neal MAUPAY;9;Universidad de Chile;Divisão 2;2 (1);1;0;1;7.33;1;0;F(C)
Neal MAUPAY;8;Universidad de Chile;Divisão 2;2 (14);5;1;1;7.50;1;0;F(C)
Neal MAUPAY;7;Universidad de Chile;Divisão 2;22 (5);23;7;4;7.93;4;0;F(C)
Neal MAUPAY;6;Universidad de Chile;Divisão 1;11 (6);5;2;1;7.06;1;1;F(C)
Neal MAUPAY;5;Universidad de Chile;Divisão 1;11 (1);10;2;5;7.50;0;0;F(C)
Sead KOLASINAC;11;Nacional;Divisão 1;0 (1);0;0;0;6.00;0;0;D(LC),DM,M(L)
Sead KOLASINAC;10;Nacional;Divisão 2;4 (1);0;0;0;6.40;0;0;D(LC),DM,M(L)
Sead KOLASINAC;3;Corinthians;Divisão 1;14 (0);2;3;0;6.43;4;0;D(LC),DM,M(L)
Diego VALDÉS;11;Club América;Divisão 1;6 (5);0;1;0;6.18;0;0;M,AM(C)
Diego VALDÉS;10;Club América;Divisão 2;1 (7);0;1;0;6.50;0;0;M,AM(C)
Diego VALDÉS;9;Club América;Divisão 2;16 (0);3;0;1;6.06;3;0;M,AM(C)
Diego VALDÉS;8;Club América;Divisão 2;20 (0);5;2;1;6.35;2;0;M,AM(C)
Diego VALDÉS;7;Club América;Divisão 2;21 (0);5;4;1;6.00;5;0;M,AM(C)
Diego VALDÉS;6;Club América;Divisão 1;8 (0);0;1;0;5.50;1;0;M,AM(C)
Fabián BALBUENA;7;Orlando City SC;Divisão 2;8 (0);0;0;0;6.75;0;0;D(C)
Fabián BALBUENA;6;San Lorenzo;Divisão 1;5 (0);0;0;0;6.20;0;0;D(C)
Fabián BALBUENA;5;San Lorenzo;Divisão 2;3 (0);0;0;0;6.00;0;0;D(C)
Fabián BALBUENA;3;Orlando City SC;Divisão 1;6 (1);0;0;0;6.29;0;0;D(C)
Fabián BALBUENA;1;Barcelona SC;Divisão 2;24 (0);0;1;0;6.33;1;1;D(C)
Thiago MENDES;11;San Lorenzo;Divisão 2;7 (0);0;0;0;6.00;1;0;D,DM,M(C)
Valentino LAZARO;11;Lanús;Divisão 2;0 (0);0;0;0;0.00;0;0;D,DM,M(RL)
Valentino LAZARO;10;Lanús;Divisão 2;3 (0);0;0;0;6.00;0;0;D,DM,M(RL)
Valentino LAZARO;9;Lanús;Divisão 2;7 (0);0;0;0;6.43;0;0;D,DM,M(RL)
Valentino LAZARO;8;Lanús;Divisão 1;2 (0);0;0;0;6.00;0;0;D,DM,M(RL)
Valentino LAZARO;7;Lanús;Divisão 1;10 (0);0;0;0;6.00;0;0;D,DM,M(RL)
Valentino LAZARO;5;Peñarol;Divisão 2;24 (0);1;1;0;6.37;3;0;D,DM,M(RL)
Valentino LAZARO;4;Peñarol;Divisão 2;21 (0);0;0;0;6.24;3;0;D,DM,M(RL)
Valentino LAZARO;3;Universidad de Chile;Divisão 2;13 (0);1;0;1;6.69;2;0;D,DM,M(RL)
Valentino LAZARO;1;Independiente;Divisão 1;18 (4);0;1;0;6.18;1;0;D,DM,M(RL)
Mario LEMINA;11;Cruz Azul;Divisão 2;0 (0);0;0;0;0.00;0;0;DM,M(C)
Mario LEMINA;10;Cruz Azul;Divisão 2;1 (0);0;0;0;6.00;1;0;DM,M(C)
Mario LEMINA;9;Cruz Azul;Divisão 2;7 (0);1;1;1;6.86;1;0;DM,M(C)
Mario LEMINA;8;Cruz Azul;Divisão 2;2 (0);0;0;0;6.50;1;0;DM,M(C)
Wanderson MACIEL;10;Atlanta United;Divisão 1;7 (0);2;3;1;6.71;0;1;AM(RL),F(RLC)
Rocha MAYKE;11;São Paulo FC;Divisão 2;0 (0);0;0;0;0.00;0;0;D,DM,M,AM(R)
Youssouf SABALY;11;San Lorenzo;Divisão 2;10 (0);0;0;0;5.90;0;0;D,DM,M(RL)
Youssouf SABALY;9;Grêmio;Divisão 1;5 (0);0;0;0;6.00;1;0;D,DM,M(RL)
Youssouf SABALY;8;Grêmio;Divisão 1;2 (3);0;0;0;6.00;0;0;D,DM,M(RL)
Duje ĆALETA-CAR;10;Estudiantes de LP;Divisão 2;24 (0);1;0;0;6.04;1;0;D(C)
Duje ĆALETA-CAR;9;Estudiantes de LP;Divisão 2;22 (0);3;0;1;6.45;3;0;D(C)
Duje ĆALETA-CAR;8;Universidad de Chile;Divisão 2;14 (0);1;1;0;6.79;2;0;D(C)
Duje ĆALETA-CAR;7;Universidad de Chile;Divisão 2;27 (0);1;1;0;6.78;5;0;D(C)
Duje ĆALETA-CAR;6;Universidad de Chile;Divisão 1;19 (0);1;0;0;6.32;4;0;D(C)
Duje ĆALETA-CAR;5;Universidad de Chile;Divisão 1;24 (0);2;0;1;6.17;3;0;D(C)
Duje ĆALETA-CAR;4;São Paulo FC;Divisão 1;28 (0);2;0;0;6.43;3;1;D(C)
Duje ĆALETA-CAR;3;São Paulo FC;Divisão 1;27 (0);3;2;2;6.78;0;0;D(C)
Duje ĆALETA-CAR;2;São Paulo FC;Divisão 1;25 (0);0;0;0;6.64;2;0;D(C)
Duje ĆALETA-CAR;1;São Paulo FC;Divisão 1;12 (0);2;0;0;6.58;0;0;D(C)
Bruno PETKOVIĆ;8;Universidad de Chile;Divisão 2;0 (1);1;0;0;9.00;0;0;AM,F(C)
Thomas STRAKOSHA;7;Flamengo;Divisão 1;30 (0);0;0;1;6.53;0;0;GK
Thomas STRAKOSHA;6;Flamengo;Divisão 1;30 (0);0;0;2;6.43;0;0;GK
Thomas STRAKOSHA;5;Flamengo;Divisão 1;30 (0);0;0;4;6.73;0;0;GK
Thomas STRAKOSHA;4;Flamengo;Divisão 1;30 (0);0;0;5;6.43;0;0;GK
Thomas STRAKOSHA;3;Flamengo;Divisão 1;15 (0);0;0;1;6.60;0;0;GK
Thomas STRAKOSHA;2;Universidad de Chile;Divisão 2;17 (0);0;0;0;6.29;0;0;GK
Thomas STRAKOSHA;1;Universidad de Chile;Divisão 2;12 (0);0;0;3;6.83;0;0;GK
Kenny TETE;11;Grêmio;Divisão 1;0 (0);0;0;0;0.00;0;0;D,DM(R)
Kenny TETE;10;Grêmio;Divisão 1;10 (0);0;0;0;6.00;4;0;D,DM(R)
Kenny TETE;3;Universidad de Chile;Divisão 2;15 (0);0;1;0;6.80;0;0;D,DM(R)
Kenny TETE;2;Atlanta United;Divisão 1;5 (0);0;0;0;6.40;0;0;D,DM(R)
Federico BERNARDESCHI;11;Tigres UANL;Divisão 1;16 (1);3;2;0;6.53;1;0;M(RL),AM(RLC)
Federico BERNARDESCHI;10;Tigres UANL;Divisão 1;24 (2);4;7;1;6.73;5;0;M(RL),AM(RLC)
Federico BERNARDESCHI;9;Tigres UANL;Divisão 1;22 (0);9;5;0;6.77;2;1;M(RL),AM(RLC)
Federico BERNARDESCHI;8;Tigres UANL;Divisão 1;20 (0);3;10;0;7.10;3;0;M(RL),AM(RLC)
Federico BERNARDESCHI;7;Tigres UANL;Divisão 2;21 (0);4;23;2;7.90;2;0;M(RL),AM(RLC)
Federico BERNARDESCHI;6;Tigres UANL;Divisão 2;26 (0);12;19;4;8.08;1;0;M(RL),AM(RLC)
Federico BERNARDESCHI;4;Flamengo;Divisão 1;26 (2);0;1;0;6.57;2;0;M(RL),AM(RLC)
Federico BERNARDESCHI;3;Flamengo;Divisão 1;11 (1);3;0;0;6.83;1;0;M(RL),AM(RLC)
Federico BERNARDESCHI;2;Santos FC;Divisão 2;24 (0);21;8;9;8.33;4;0;M(RL),AM(RLC)
Rubén DUARTE;4;Independiente;Divisão 1;6 (0);0;0;0;6.00;1;0;D(LC),DM(L)
Rubén DUARTE;3;Orlando City SC;Divisão 1;2 (0);0;0;0;6.00;0;0;D(LC),DM(L)
Rubén DUARTE;2;Orlando City SC;Divisão 1;12 (1);1;0;0;6.31;3;0;D(LC),DM(L)
Zé RAFAEL;11;Vasco da Gama;Divisão 1;5 (3);1;0;0;6.12;0;0;DM,M,AM(C)
Zé RAFAEL;10;Vasco da Gama;Divisão 1;1 (0);0;1;0;7.00;0;0;DM,M,AM(C)
Zé RAFAEL;9;Tigres UANL;Divisão 1;2 (0);0;0;0;6.00;0;0;DM,M,AM(C)
Zé RAFAEL;7;D.C. United;Divisão 1;2 (0);0;0;0;6.00;0;0;DM,M,AM(C)
Zé RAFAEL;6;D.C. United;Divisão 2;10 (0);1;2;0;6.80;1;0;DM,M,AM(C)
Zé RAFAEL;5;Peñarol;Divisão 2;7 (0);3;0;0;6.86;2;0;DM,M,AM(C)
Zé RAFAEL;4;Peñarol;Divisão 2;12 (1);3;0;0;6.46;2;0;DM,M,AM(C)
Zé RAFAEL;3;Corinthians;Divisão 1;4 (7);4;1;0;7.00;1;0;DM,M,AM(C)
Zé RAFAEL;2;Palmeiras;Divisão 2;10 (0);2;5;0;7.30;0;1;DM,M,AM(C)
Zé RAFAEL;1;Palmeiras;Divisão 2;9 (2);2;5;1;7.18;2;0;DM,M,AM(C)
Borges WENDELL;11;San Lorenzo;Divisão 2;0 (0);0;0;0;0.00;0;0;D,DM,M(L)
Jonathan CALLERI;11;Universidad de Chile;Divisão 2;0 (0);0;0;0;0.00;0;0;F(C)
Jonathan CALLERI;10;Universidad de Chile;Divisão 2;0 (3);2;0;0;7.00;0;0;F(C)
Jonathan CALLERI;10;São Paulo FC;Divisão 1;3 (0);0;1;0;6.33;0;0;F(C)
Jonathan CALLERI;9;São Paulo FC;Divisão 1;1 (0);0;0;0;6.00;0;0;F(C)
Jonathan CALLERI;8;São Paulo FC;Divisão 2;2 (0);1;0;0;7.00;0;0;F(C)
Jonathan CALLERI;7;Grêmio;Divisão 1;1 (1);0;0;0;6.50;0;0;F(C)
Jonathan CALLERI;6;Colo-Colo;Divisão 1;12 (0);5;5;2;7.25;0;0;F(C)
Jonathan CALLERI;5;Colo-Colo;Divisão 2;5 (0);5;3;2;8.00;0;0;F(C)
Jonathan CALLERI;4;Colo-Colo;Divisão 2;6 (0);5;4;3;8.00;0;0;F(C)
Sebastián DRIUSSI;8;New York City FC;Divisão 1;2 (0);0;0;0;5.50;0;0;AM,F(LC)
Jan BEDNAREK;11;Monterrey;Divisão 2;10 (0);1;0;0;6.40;1;0;D(C)
Jan BEDNAREK;10;Vélez Sársfield;Divisão 2;10 (1);0;1;0;6.27;1;0;D(C)
Jan BEDNAREK;9;Lanús;Divisão 2;25 (0);2;0;0;6.56;2;0;D(C)
Jan BEDNAREK;8;Universidad de Chile;Divisão 2;11 (0);0;0;0;6.64;0;1;D(C)
Jan BEDNAREK;7;Universidad de Chile;Divisão 2;23 (0);1;3;0;6.91;1;0;D(C)
Jan BEDNAREK;6;Universidad de Chile;Divisão 1;8 (0);0;0;0;6.00;1;0;D(C)
Jan BEDNAREK;5;Universidad de Chile;Divisão 1;19 (0);1;1;0;6.32;4;0;D(C)
Jan BEDNAREK;4;Universidad de Chile;Divisão 2;28 (0);2;0;0;6.61;6;0;D(C)
Jan BEDNAREK;3;Grêmio;Divisão 1;24 (0);1;1;0;6.46;6;1;D(C)
Jan BEDNAREK;2;Grêmio;Divisão 1;26 (0);1;0;0;6.42;3;3;D(C)
Renato TAPIA;8;San Lorenzo;Divisão 1;9 (3);0;0;0;6.08;0;0;D,DM,M(C)
Renato TAPIA;7;San Lorenzo;Divisão 1;4 (0);0;1;0;6.25;0;0;D,DM,M(C)
Renato TAPIA;6;San Lorenzo;Divisão 1;11 (1);1;1;0;6.33;0;0;D,DM,M(C)
Renato TAPIA;5;San Lorenzo;Divisão 2;12 (0);1;0;0;6.42;1;1;D,DM,M(C)
Renato TAPIA;4;San Lorenzo;Divisão 2;8 (0);3;1;1;6.62;1;0;D,DM,M(C)
Renato TAPIA;3;San Lorenzo;Divisão 2;11 (0);5;4;1;7.64;1;0;D,DM,M(C)
Branco VAN DEN BOOMEN;11;Vélez Sársfield;Divisão 1;0 (0);0;0;0;0.00;0;0;DM,M,AM(C)
Branco VAN DEN BOOMEN;10;Vélez Sársfield;Divisão 2;1 (0);0;0;0;6.00;0;0;DM,M,AM(C)
Munir EL HADDADI;2;San Lorenzo;Divisão 2;4 (0);1;2;0;7.75;0;0;AM(RL),F(RLC)
Ryan CHRISTIE;8;New York City FC;Divisão 1;0 (3);0;0;0;6.00;0;0;M(C),AM(RLC)
Rocha XEKA;11;Barcelona SC;Divisão 2;0 (0);0;0;0;0.00;0;0;DM,M(C)
Rocha XEKA;10;Barcelona SC;Divisão 2;10 (0);0;1;0;6.20;1;0;DM,M(C)
Cristian PAVÓN;11;Independiente;Divisão 1;0 (0);0;0;0;0.00;0;0;AM(RL),F(RLC)
Cristian PAVÓN;11;Vasco da Gama;Divisão 1;0 (4);0;2;0;7.25;1;0;AM(RL),F(RLC)
Cristian PAVÓN;10;Vasco da Gama;Divisão 1;0 (6);1;0;1;6.67;0;0;AM(RL),F(RLC)
Cristian PAVÓN;9;Colo-Colo;Divisão 1;1 (0);0;0;0;6.00;0;0;AM(RL),F(RLC)
Carlos FERNÁNDEZ;5;Independiente;Divisão 2;3 (0);0;0;0;7.33;0;0;F(C)
Carlos FERNÁNDEZ;2;Atlanta United;Divisão 1;3 (0);2;0;0;7.33;0;0;F(C)
Silva WALACE;11;Vasco da Gama;Divisão 1;0 (0);0;0;0;0.00;0;0;DM,M(C)
Marlon SANTOS;11;Flamengo;Divisão 1;0 (3);0;0;0;6.33;1;0;D(C)
Marlon SANTOS;10;Flamengo;Divisão 1;0 (2);0;0;0;6.00;0;0;D(C)
Gustavo SCARPA;10;São Paulo FC;Divisão 1;1 (0);0;0;0;6.00;0;0;M,AM(RLC)
Gustavo SCARPA;9;São Paulo FC;Divisão 1;3 (0);0;1;0;5.33;0;0;M,AM(RLC)
Gustavo SCARPA;8;São Paulo FC;Divisão 2;7 (0);1;5;1;7.43;2;0;M,AM(RLC)
Gustavo SCARPA;7;Colo-Colo;Divisão 1;16 (0);1;0;0;5.31;2;0;M,AM(RLC)
Gustavo SCARPA;6;Colo-Colo;Divisão 1;13 (0);0;1;0;6.38;1;0;M,AM(RLC)
Gustavo SCARPA;3;São Paulo FC;Divisão 1;3 (0);0;0;0;5.67;0;0;M,AM(RLC)
Gustavo SCARPA;2;Palmeiras;Divisão 2;8 (3);4;1;3;7.27;1;0;M,AM(RLC)
Gustavo SCARPA;1;Palmeiras;Divisão 2;9 (9);5;2;1;6.72;1;1;M,AM(RLC)
Moses SIMON;11;San Lorenzo;Divisão 2;2 (0);2;1;0;8.50;0;0;AM,F(RLC)
Aleksandr SOBOLEV;6;D.C. United;Divisão 2;3 (0);0;1;0;6.67;1;0;F(C)
Matt TARGETT;11;Atlético Mineiro;Divisão 2;6 (0);0;0;0;6.00;1;0;D,DM,M(L)
Matt TARGETT;10;Atlético Mineiro;Divisão 2;3 (0);0;0;0;6.00;0;0;D,DM,M(L)
Matt TARGETT;9;Atlético Mineiro;Divisão 2;8 (0);0;0;0;6.12;0;0;D,DM,M(L)
Matt TARGETT;8;Atlético Mineiro;Divisão 1;4 (0);0;0;0;6.00;1;0;D,DM,M(L)
Matt TARGETT;7;Atlético Mineiro;Divisão 2;2 (1);0;0;0;7.67;0;0;D,DM,M(L)
Matt TARGETT;6;Atlético Mineiro;Divisão 2;12 (0);1;0;1;6.42;2;1;D,DM,M(L)
Matt TARGETT;4;São Paulo FC;Divisão 1;28 (0);1;0;0;6.07;3;0;D,DM,M(L)
Vanja MILINKOVIĆ-SAVIĆ;11;São Paulo FC;Divisão 2;0 (0);0;0;0;0.00;0;0;GK
Vanja MILINKOVIĆ-SAVIĆ;10;São Paulo FC;Divisão 1;2 (0);0;0;1;8.00;0;0;GK
Robert SKOV;11;San Lorenzo;Divisão 2;0 (0);0;0;0;0.00;0;0;M,AM(RL)
Robert SKOV;5;Pachuca;Divisão 2;19 (0);2;2;0;6.16;2;0;M,AM(RL)
Robert SKOV;3;Santos FC;Divisão 1;1 (0);0;0;0;6.00;0;0;M,AM(RL)
Robert SKOV;2;Santos FC;Divisão 2;8 (0);2;1;0;7.38;1;0;M,AM(RL)
Robert SKOV;1;Santos FC;Divisão 2;15 (0);1;2;0;6.40;1;0;M,AM(RL)
Eric BAILLY;5;Vasco da Gama;Divisão 2;8 (0);0;0;0;6.12;2;0;D(C)
Eric BAILLY;4;Vasco da Gama;Divisão 2;27 (0);0;0;0;6.48;5;0;D(C)
Eric BAILLY;3;Vasco da Gama;Divisão 1;27 (0);0;1;0;4.59;4;0;D(C)
Eric BAILLY;2;Vasco da Gama;Divisão 1;18 (0);2;0;1;6.56;1;0;D(C)
Lewis COOK;11;Monterrey;Divisão 2;8 (0);2;3;0;7.00;1;0;DM,M(C)
Răzvan MARIN;5;Atlético Mineiro;Divisão 1;5 (15);1;0;0;6.00;1;1;DM,M,AM(C)
Răzvan MARIN;4;Atlético Mineiro;Divisão 1;17 (7);5;4;0;6.42;3;1;DM,M,AM(C)
Răzvan MARIN;3;Atlético Mineiro;Divisão 1;5 (5);2;0;0;6.20;1;0;DM,M,AM(C)
Deiver MACHADO;11;Estudiantes de LP;Divisão 1;0 (0);0;0;0;0.00;0;0;D,DM,M(L)
