Player;Season;Club;Comp;App;GS;Ass;MoM;AvP;YC;RC;Position
Júnior ALONSO;4;Atlético Mineiro;Divisão 1;8 (1);0;0;0;6.22;2;1;D(LC)
Júnior ALONSO;3;Atlético Mineiro;Divisão 1;5 (6);0;0;0;6.27;1;0;D(LC)
Júnior ALONSO;2;Atlético Mineiro;Divisão 1;6 (1);0;0;0;6.14;0;0;D(LC)
Júnior ALONSO;1;Atlético Mineiro;Divisão 1;5 (8);0;0;0;6.15;3;0;D(LC)
Paul ONUACHU;3;Santos FC;Divisão 1;5 (1);1;0;0;6.67;2;0;F(C)
Yerry MINA;9;Grêmio;Divisão 1;11 (1);1;0;0;6.17;1;1;D(C)
Yerry MINA;8;Grêmio;Divisão 1;5 (2);0;0;0;6.14;0;1;D(C)
Yerry MINA;7;Palmeiras;Divisão 1;26 (0);2;0;0;6.12;2;0;D(C)
Yerry MINA;6;Tigres UANL;Divisão 2;24 (0);3;0;1;6.67;3;0;D(C)
Yerry MINA;5;Independiente;Divisão 2;24 (0);2;1;0;6.62;4;0;D(C)
Yerry MINA;4;Palmeiras;Divisão 1;8 (3);0;0;0;6.55;1;0;D(C)
Yerry MINA;3;Palmeiras;Divisão 1;1 (0);0;0;0;7.00;0;0;D(C)
Yerry MINA;3;River Plate;Divisão 1;23 (0);3;1;0;6.65;3;1;D(C)
Yerry MINA;2;River Plate;Divisão 1;15 (0);2;1;0;6.93;1;0;D(C)
Yerry MINA;1;River Plate;Divisão 2;24 (0);2;1;0;6.96;3;0;D(C)
Antonio SANABRIA;2;Corinthians;Divisão 1;0 (1);1;0;0;8.00;0;0;F(C)
Robert ANDRICH;11;Cruz Azul;Divisão 2;0 (0);0;0;0;0.00;0;0;D,DM,M(C)
Robert ANDRICH;11;New York City FC;Divisão 1;4 (0);0;0;0;6.00;1;0;D,DM,M(C)
Robert ANDRICH;10;New York City FC;Divisão 1;3 (0);1;0;0;6.00;0;0;D,DM,M(C)
Robert ANDRICH;9;New York City FC;Divisão 1;5 (0);0;0;0;6.20;1;0;D,DM,M(C)
Robert ANDRICH;8;New York City FC;Divisão 1;4 (1);0;0;0;5.80;2;0;D,DM,M(C)
Robert ANDRICH;7;New York City FC;Divisão 1;4 (4);0;0;0;6.00;1;0;D,DM,M(C)
Robert ANDRICH;6;New York City FC;Divisão 1;7 (2);1;2;0;6.67;0;0;D,DM,M(C)
Gabriel BARBOSA;11;Flamengo;Divisão 1;23 (0);10;5;6;7.30;0;2;AM(R),F(RC)
Gabriel BARBOSA;10;Flamengo;Divisão 1;27 (0);11;6;5;7.26;5;1;AM(R),F(RC)
Gabriel BARBOSA;9;Flamengo;Divisão 2;28 (0);19;11;6;8.00;1;0;AM(R),F(RC)
Gabriel BARBOSA;8;Flamengo;Divisão 2;25 (0);20;6;10;7.88;1;0;AM(R),F(RC)
Gabriel BARBOSA;7;Flamengo;Divisão 1;28 (0);3;3;1;7.07;2;0;AM(R),F(RC)
Gabriel BARBOSA;6;Corinthians;Divisão 2;29 (0);10;6;5;8.07;1;0;AM(R),F(RC)
Gabriel BARBOSA;5;Corinthians;Divisão 1;27 (0);12;4;4;6.93;1;0;AM(R),F(RC)
Gabriel BARBOSA;4;Corinthians;Divisão 1;25 (2);10;7;6;7.22;2;0;AM(R),F(RC)
Gabriel BARBOSA;3;Flamengo;Divisão 1;13 (0);6;3;3;7.62;1;2;AM(R),F(RC)
Gabriel BARBOSA;2;Flamengo;Divisão 2;23 (0);14;14;11;8.39;2;1;AM(R),F(RC)
Gabriel BARBOSA;1;Flamengo;Divisão 2;22 (0);14;14;7;8.32;3;0;AM(R),F(RC)
Przemysław FRANKOWSKI;11;San Lorenzo;Divisão 2;0 (0);0;0;0;0.00;0;0;M,AM(RL)
Przemysław FRANKOWSKI;9;Cruzeiro;Divisão 1;2 (0);0;0;0;6.00;0;0;M,AM(RL)
Héctor BELLERÍN;10;Estudiantes de LP;Divisão 2;26 (0);1;0;0;6.15;2;0;D,DM,M(R)
Héctor BELLERÍN;9;Estudiantes de LP;Divisão 2;22 (0);0;0;0;6.18;3;1;D,DM,M(R)
Héctor BELLERÍN;7;São Paulo FC;Divisão 1;19 (0);0;0;0;6.16;3;1;D,DM,M(R)
Héctor BELLERÍN;6;São Paulo FC;Divisão 1;5 (0);1;0;0;6.20;0;0;D,DM,M(R)
Adama TRAORÉ;7;Independiente;Divisão 1;11 (0);2;2;0;6.82;1;0;M,AM(RL),F(RLC)
Adama TRAORÉ;6;Colo-Colo;Divisão 1;15 (0);2;5;2;7.27;0;1;M,AM(RL),F(RLC)
Adama TRAORÉ;5;Colo-Colo;Divisão 2;23 (0);6;9;3;7.22;3;0;M,AM(RL),F(RLC)
Adama TRAORÉ;3;D.C. United;Divisão 2;25 (0);8;14;4;7.80;6;0;M,AM(RL),F(RLC)
Adama TRAORÉ;2;Vélez Sársfield;Divisão 1;9 (0);1;1;0;6.89;1;0;M,AM(RL),F(RLC)
Adama TRAORÉ;1;Vélez Sársfield;Divisão 1;26 (0);1;8;0;7.00;1;2;M,AM(RL),F(RLC)
Saša LUKIĆ;9;Independiente;Divisão 2;17 (2);2;0;0;6.63;1;0;DM,M,AM(C)
Antonín BARÁK;9;Peñarol;Divisão 1;12 (4);1;2;0;6.44;2;0;M,AM(C)
Antonín BARÁK;8;Peñarol;Divisão 1;0 (10);0;0;0;6.80;1;0;M,AM(C)
Antonín BARÁK;7;Peñarol;Divisão 2;1 (13);2;1;0;6.86;1;0;M,AM(C)
Antonín BARÁK;6;Peñarol;Divisão 2;0 (6);0;0;0;7.00;0;0;M,AM(C)
Baptiste SANTAMARIA;11;New York City FC;Divisão 1;2 (0);0;0;0;6.00;0;0;DM,M(C)
Baptiste SANTAMARIA;10;New York City FC;Divisão 1;3 (0);0;0;0;5.67;0;0;DM,M(C)
Baptiste SANTAMARIA;9;New York City FC;Divisão 1;5 (0);0;1;0;6.20;0;0;DM,M(C)
Baptiste SANTAMARIA;8;New York City FC;Divisão 1;3 (18);1;0;0;6.05;2;0;DM,M(C)
Baptiste SANTAMARIA;7;New York City FC;Divisão 1;5 (20);1;0;0;6.04;1;0;DM,M(C)
Baptiste SANTAMARIA;6;New York City FC;Divisão 1;7 (16);1;1;1;6.30;1;0;DM,M(C)
Baptiste SANTAMARIA;5;New York City FC;Divisão 1;8 (22);1;1;1;6.17;1;0;DM,M(C)
Baptiste SANTAMARIA;4;New York City FC;Divisão 2;17 (0);1;0;0;6.41;2;0;DM,M(C)
Baptiste SANTAMARIA;3;São Paulo FC;Divisão 1;17 (0);0;2;0;6.24;0;0;DM,M(C)
Baptiste SANTAMARIA;2;São Paulo FC;Divisão 1;4 (0);0;0;0;6.50;0;0;DM,M(C)
Naby KEÏTA;8;Monterrey;Divisão 2;22 (0);4;1;1;6.73;5;1;DM,M,AM(C)
Naby KEÏTA;7;Vélez Sársfield;Divisão 2;21 (0);8;7;1;6.95;1;1;DM,M,AM(C)
Naby KEÏTA;6;Vélez Sársfield;Divisão 2;23 (0);10;8;2;7.22;2;1;DM,M,AM(C)
Naby KEÏTA;5;Vélez Sársfield;Divisão 1;26 (0);5;2;0;6.46;1;0;DM,M,AM(C)
Naby KEÏTA;4;Vélez Sársfield;Divisão 1;25 (0);7;5;1;6.72;3;0;DM,M,AM(C)
Naby KEÏTA;3;Vélez Sársfield;Divisão 2;6 (0);6;1;1;7.67;2;0;DM,M,AM(C)
Mauro ARAMBARRI;9;Vasco da Gama;Divisão 2;21 (0);2;1;1;6.24;2;0;DM,M,AM(C)
Mauro ARAMBARRI;6;San Lorenzo;Divisão 1;19 (0);2;0;1;6.26;4;0;DM,M,AM(C)
Mauro ARAMBARRI;5;San Lorenzo;Divisão 2;13 (0);3;1;0;6.62;2;0;DM,M,AM(C)
Leander DENDONCKER;9;SC Internacional;Divisão 1;11 (1);1;0;0;6.17;1;0;D,DM,M(C)
Leander DENDONCKER;7;River Plate;Divisão 1;17 (3);2;1;1;6.15;3;0;D,DM,M(C)
Leander DENDONCKER;6;River Plate;Divisão 1;20 (1);2;0;0;6.43;5;0;D,DM,M(C)
Leander DENDONCKER;5;Palmeiras;Divisão 1;18 (0);1;1;0;6.33;3;0;D,DM,M(C)
Leander DENDONCKER;4;Palmeiras;Divisão 1;6 (4);0;0;0;6.60;1;0;D,DM,M(C)
Leander DENDONCKER;3;SC Internacional;Divisão 1;15 (0);0;0;0;6.00;3;0;D,DM,M(C)
Leander DENDONCKER;2;Club América;Divisão 2;11 (3);1;1;0;6.86;1;0;D,DM,M(C)
Leander DENDONCKER;1;New York City FC;Divisão 1;14 (1);1;1;0;6.53;0;0;D,DM,M(C)
Hans HATEBOER;11;Vasco da Gama;Divisão 1;0 (0);0;0;0;0.00;0;0;D,DM,M(R)
Hans HATEBOER;10;Vasco da Gama;Divisão 1;30 (0);0;0;0;6.00;4;0;D,DM,M(R)
Hans HATEBOER;9;Flamengo;Divisão 2;26 (0);0;0;0;6.50;7;0;D,DM,M(R)
Hans HATEBOER;8;Flamengo;Divisão 2;16 (6);1;0;0;6.91;4;1;D,DM,M(R)
Erick PULGAR;11;São Paulo FC;Divisão 2;0 (0);0;0;0;0.00;0;0;DM,M(C)
Erick PULGAR;8;Vasco da Gama;Divisão 2;6 (0);0;4;0;6.67;1;0;DM,M(C)
Erick PULGAR;7;Vasco da Gama;Divisão 2;11 (0);2;1;0;6.45;0;0;DM,M(C)
Erick PULGAR;7;Orlando City SC;Divisão 2;7 (3);1;1;0;7.00;1;0;DM,M(C)
Erick PULGAR;6;Orlando City SC;Divisão 1;3 (5);1;0;0;6.25;0;0;DM,M(C)
Erick PULGAR;6;Colo-Colo;Divisão 1;2 (0);0;0;0;6.50;0;0;DM,M(C)
Erick PULGAR;5;Colo-Colo;Divisão 2;8 (0);1;2;0;7.25;0;0;DM,M(C)
Erick PULGAR;4;Colo-Colo;Divisão 2;10 (0);2;0;0;6.60;0;0;DM,M(C)
Álvaro ODRIOZOLA;9;Vélez Sársfield;Divisão 2;7 (0);0;0;0;6.14;2;0;D,DM,M(R)
Álvaro ODRIOZOLA;8;San Lorenzo;Divisão 1;3 (0);0;0;0;6.33;0;0;D,DM,M(R)
Álvaro ODRIOZOLA;7;Vélez Sársfield;Divisão 2;25 (0);0;0;0;6.16;3;0;D,DM,M(R)
Álvaro ODRIOZOLA;6;Vélez Sársfield;Divisão 2;28 (0);0;1;0;6.50;4;0;D,DM,M(R)
Álvaro ODRIOZOLA;5;Vélez Sársfield;Divisão 1;22 (0);0;0;0;6.05;4;0;D,DM,M(R)
Álvaro ODRIOZOLA;4;Cruz Azul;Divisão 2;23 (0);1;0;0;6.17;1;0;D,DM,M(R)
Álvaro ODRIOZOLA;3;Cruz Azul;Divisão 2;27 (0);0;0;0;6.48;3;1;D,DM,M(R)
Álvaro ODRIOZOLA;2;Grêmio;Divisão 1;26 (0);1;0;0;6.23;4;0;D,DM,M(R)
Álvaro ODRIOZOLA;1;Grêmio;Divisão 1;23 (0);1;1;0;6.43;3;2;D,DM,M(R)
Nahitan NÁNDEZ;11;Vasco da Gama;Divisão 1;0 (0);0;0;0;0.00;0;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;10;Colo-Colo;Divisão 1;7 (0);0;1;0;6.14;1;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;9;Colo-Colo;Divisão 1;6 (0);0;0;0;6.00;1;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;8;SC Internacional;Divisão 1;0 (3);0;0;0;6.00;0;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;7;SC Internacional;Divisão 1;21 (0);3;4;0;6.33;1;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;6;SC Internacional;Divisão 2;23 (0);4;1;0;6.74;3;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;5;SC Internacional;Divisão 2;21 (1);2;1;1;6.59;3;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;4;SC Internacional;Divisão 2;19 (0);3;6;1;7.11;2;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;3;SC Internacional;Divisão 1;26 (0);3;3;1;6.54;1;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;2;SC Internacional;Divisão 2;20 (0);4;3;0;7.35;2;0;D(R),DM,M,AM(RC)
Nahitan NÁNDEZ;1;SC Internacional;Divisão 2;14 (0);3;1;1;7.07;1;1;D(R),DM,M,AM(RC)
Florian GRILLITSCH;9;Universidad de Chile;Divisão 2;9 (0);2;3;1;7.33;1;0;D,DM,M(C)
Florian GRILLITSCH;8;Universidad de Chile;Divisão 2;18 (1);3;1;0;6.63;5;0;D,DM,M(C)
Florian GRILLITSCH;7;Universidad de Chile;Divisão 2;1 (2);1;1;0;7.33;0;0;D,DM,M(C)
Florian GRILLITSCH;7;Grêmio;Divisão 1;15 (3);2;0;0;6.33;3;0;D,DM,M(C)
Florian GRILLITSCH;6;Cruzeiro;Divisão 2;23 (0);8;3;3;7.00;1;0;D,DM,M(C)
Florian GRILLITSCH;5;Cruz Azul;Divisão 2;15 (0);2;0;0;6.27;2;0;D,DM,M(C)
Florian GRILLITSCH;4;San Lorenzo;Divisão 2;14 (0);1;1;0;5.93;0;0;D,DM,M(C)
Florian GRILLITSCH;3;San Lorenzo;Divisão 2;11 (0);1;1;0;7.00;3;0;D,DM,M(C)
Florian GRILLITSCH;1;Estudiantes de LP;Divisão 2;25 (0);6;1;2;7.00;2;0;D,DM,M(C)
Gonçalo GUEDES;11;River Plate;Divisão 2;7 (1);2;1;0;6.50;1;1;AM,F(RLC)
Gonçalo GUEDES;10;San Lorenzo;Divisão 1;22 (0);5;2;1;6.50;3;0;AM,F(RLC)
Gonçalo GUEDES;9;San Lorenzo;Divisão 1;22 (1);5;3;2;6.70;4;1;AM,F(RLC)
Gonçalo GUEDES;7;Vélez Sársfield;Divisão 2;22 (0);11;3;6;7.77;2;1;AM,F(RLC)
Gonçalo GUEDES;6;Vélez Sársfield;Divisão 2;25 (0);7;12;6;7.76;4;1;AM,F(RLC)
Gonçalo GUEDES;5;Vélez Sársfield;Divisão 1;26 (0);9;3;5;7.04;2;0;AM,F(RLC)
Gonçalo GUEDES;4;Vélez Sársfield;Divisão 1;25 (0);10;4;3;7.04;3;0;AM,F(RLC)
Gonçalo GUEDES;3;Vélez Sársfield;Divisão 2;24 (0);4;7;2;7.12;5;0;AM,F(RLC)
Gonçalo GUEDES;2;Club América;Divisão 2;21 (0);8;6;1;7.57;4;0;AM,F(RLC)
Franck HONORAT;11;Estudiantes de LP;Divisão 1;0 (0);0;0;0;0.00;0;0;M,AM(RL),F(RLC)
Franck HONORAT;11;Vélez Sársfield;Divisão 1;2 (1);0;0;0;6.33;0;0;M,AM(RL),F(RLC)
Franck HONORAT;10;Vélez Sársfield;Divisão 2;2 (0);0;0;0;6.00;0;0;M,AM(RL),F(RLC)
Franck HONORAT;9;Vélez Sársfield;Divisão 2;2 (3);1;1;0;7.20;0;0;M,AM(RL),F(RLC)
Rick KARSDORP;11;São Paulo FC;Divisão 2;3 (0);0;0;0;6.00;2;0;D,DM,M(R)
Andreas PEREIRA;11;Lanús;Divisão 2;11 (0);2;0;0;6.27;1;0;M(C),AM(RLC)
Andreas PEREIRA;10;Lanús;Divisão 2;7 (0);0;0;0;6.14;0;0;M(C),AM(RLC)
Andreas PEREIRA;9;São Paulo FC;Divisão 1;6 (0);1;0;0;6.17;1;0;M(C),AM(RLC)
Andreas PEREIRA;8;São Paulo FC;Divisão 2;2 (0);1;0;0;7.00;1;0;M(C),AM(RLC)
Paulo DÍAZ;11;São Paulo FC;Divisão 2;0 (0);0;0;0;0.00;0;0;D(C)
Paulo DÍAZ;6;San Lorenzo;Divisão 1;9 (0);0;0;0;6.00;0;1;D(C)
Paulo DÍAZ;5;San Lorenzo;Divisão 2;14 (0);1;0;1;6.14;2;0;D(C)
Paulo DÍAZ;4;Lanús;Divisão 2;4 (0);0;1;0;6.25;0;0;D(C)
Paulo DÍAZ;3;Lanús;Divisão 2;13 (0);0;0;0;5.92;0;0;D(C)
Paulo DÍAZ;3;Toronto FC;Divisão 2;16 (0);0;1;0;5.81;2;0;D(C)
Guillermo MARIPÁN;7;Colo-Colo;Divisão 1;23 (0);0;1;0;6.13;3;1;D(C)
Guillermo MARIPÁN;5;Toronto FC;Divisão 2;12 (0);0;1;0;5.75;0;0;D(C)
Guillermo MARIPÁN;4;Toronto FC;Divisão 2;5 (0);0;0;0;6.20;1;0;D(C)
Guillermo MARIPÁN;4;River Plate;Divisão 1;6 (0);1;0;0;6.33;1;0;D(C)
Guillermo MARIPÁN;3;River Plate;Divisão 1;4 (0);0;0;0;6.00;0;0;D(C)
Guillermo MARIPÁN;2;Orlando City SC;Divisão 1;2 (0);0;0;0;6.00;0;0;D(C)
Guillermo MARIPÁN;1;Orlando City SC;Divisão 1;17 (0);1;2;0;6.65;0;0;D(C)
Davinson SÁNCHEZ;11;Independiente;Divisão 1;4 (0);0;0;0;6.00;1;0;D(C)
Davinson SÁNCHEZ;10;Independiente;Divisão 1;17 (0);0;0;0;6.00;0;1;D(C)
Davinson SÁNCHEZ;9;Independiente;Divisão 2;24 (0);1;0;0;6.54;3;0;D(C)
Davinson SÁNCHEZ;7;San Lorenzo;Divisão 1;29 (0);2;1;1;6.31;3;0;D(C)
Davinson SÁNCHEZ;5;Peñarol;Divisão 2;21 (1);0;1;0;6.50;2;1;D(C)
Davinson SÁNCHEZ;4;Corinthians;Divisão 1;2 (0);0;0;0;6.00;1;0;D(C)
Álex BERENGUER;11;Vasco da Gama;Divisão 1;0 (21);7;5;2;7.52;1;0;AM(RLC),F(RL)
Álex BERENGUER;10;Vasco da Gama;Divisão 1;17 (12);2;8;1;6.83;5;0;AM(RLC),F(RL)
Álex BERENGUER;9;Vasco da Gama;Divisão 2;9 (4);5;8;1;7.69;4;0;AM(RLC),F(RL)
Dominic SOLANKE;11;Santos FC;Divisão 2;15 (0);3;1;1;6.40;3;1;F(C)
Dominic SOLANKE;10;Santos FC;Divisão 2;2 (4);2;0;1;6.50;0;0;F(C)
Ashley YOUNG;11;New York City FC;Divisão 1;6 (0);0;1;0;6.33;0;1;D,DM,M,AM(RL)
Ashley YOUNG;10;New York City FC;Divisão 1;0 (1);0;0;0;6.00;0;0;D,DM,M,AM(RL)
Ashley YOUNG;9;New York City FC;Divisão 1;4 (2);0;1;0;6.00;0;0;D,DM,M,AM(RL)
Ashley YOUNG;8;Grêmio;Divisão 1;4 (0);0;0;0;6.00;0;0;D,DM,M,AM(RL)
Ashley YOUNG;7;Grêmio;Divisão 1;10 (1);0;0;0;6.00;2;0;D,DM,M,AM(RL)
Igor AKINFEEV;3;Atlanta United;Divisão 1;30 (0);0;0;8;7.47;0;0;GK
Igor AKINFEEV;2;San Lorenzo;Divisão 2;21 (0);0;0;0;6.14;0;0;GK
Claudio BRAVO;10;Barcelona SC;Divisão 2;1 (0);0;0;1;9.00;0;0;GK
Héctor MORENO;7;Monterrey;Divisão 2;27 (0);1;0;1;6.22;2;0;D(C)
Héctor MORENO;6;Monterrey;Divisão 1;3 (0);0;0;0;6.33;0;0;D(C)
Héctor MORENO;6;Cruz Azul;Divisão 2;9 (0);0;0;1;6.33;3;0;D(C)
Héctor MORENO;5;Cruz Azul;Divisão 2;6 (0);1;0;1;6.50;0;0;D(C)
Héctor MORENO;5;Estudiantes de LP;Divisão 2;9 (0);0;2;0;6.22;0;0;D(C)
Héctor MORENO;4;Estudiantes de LP;Divisão 1;5 (0);0;0;0;6.00;1;1;D(C)
Héctor MORENO;3;Estudiantes de LP;Divisão 1;16 (0);0;0;0;6.00;2;1;D(C)
Arturo VIDAL;6;D.C. United;Divisão 2;19 (1);6;6;0;7.15;5;0;DM,M,AM(C)
Arturo VIDAL;5;Peñarol;Divisão 2;24 (0);4;5;3;7.04;1;1;DM,M,AM(C)
Papu GÓMEZ;10;Independiente;Divisão 1;23 (0);2;3;1;6.35;3;0;AM,F(LC)
Papu GÓMEZ;9;Independiente;Divisão 2;23 (1);1;2;1;6.75;2;1;AM,F(LC)
Papu GÓMEZ;6;Club América;Divisão 1;5 (0);0;1;0;6.60;0;0;AM,F(LC)
Papu GÓMEZ;5;Club América;Divisão 1;12 (0);3;5;1;7.08;3;0;AM,F(LC)
Papu GÓMEZ;4;Vasco da Gama;Divisão 2;28 (0);7;12;6;7.75;3;0;AM,F(LC)
Seamus COLEMAN;4;D.C. United;Divisão 1;12 (0);1;1;0;5.83;0;1;D,DM,M(R)
Seamus COLEMAN;3;Grêmio;Divisão 1;25 (0);1;0;0;6.04;6;1;D,DM,M(R)
Éver BANEGA;9;Estudiantes de LP;Divisão 2;9 (0);0;0;0;5.89;0;0;DM,M,AM(C)
Angelo OGBONNA;5;Cruzeiro;Divisão 2;16 (0);2;0;0;5.94;1;0;D(C)
Angelo OGBONNA;4;Independiente;Divisão 1;17 (0);0;0;1;6.18;2;0;D(C)
Angelo OGBONNA;2;Corinthians;Divisão 1;5 (1);0;1;0;6.17;1;0;D(C)
Angelo OGBONNA;1;Monterrey;Divisão 1;6 (0);0;1;0;6.17;1;0;D(C)
Fernando REGES;8;Orlando City SC;Divisão 2;10 (0);1;0;0;6.90;1;0;D,DM,M(C)
Fernando REGES;7;Orlando City SC;Divisão 2;23 (3);7;2;2;7.04;2;0;D,DM,M(C)
Fernando REGES;6;Orlando City SC;Divisão 1;10 (0);2;1;1;6.60;1;0;D,DM,M(C)
Aaron RAMSEY;5;Boca Juniors;Divisão 2;19 (0);0;0;0;6.53;4;0;M,AM(C)
Aaron RAMSEY;4;Boca Juniors;Divisão 1;12 (0);2;0;0;6.42;2;0;M,AM(C)
Aaron RAMSEY;4;Cruzeiro;Divisão 2;4 (0);0;0;0;6.00;0;0;M,AM(C)
Aaron RAMSEY;3;Cruzeiro;Divisão 2;12 (0);5;4;2;7.58;0;0;M,AM(C)
Dejan LOVREN;9;Monterrey;Divisão 1;21 (0);1;0;0;6.24;4;1;D(C)
Dejan LOVREN;8;Monterrey;Divisão 2;19 (0);2;2;1;6.95;1;0;D(C)
Dejan LOVREN;6;Barcelona SC;Divisão 2;30 (0);6;2;2;7.07;4;0;D(C)
Dejan LOVREN;5;Barcelona SC;Divisão 2;21 (0);0;1;0;6.67;3;0;D(C)
Dejan LOVREN;4;Barcelona SC;Divisão 2;25 (0);1;1;1;6.72;4;0;D(C)
Dejan LOVREN;2;Club América;Divisão 2;18 (2);2;0;0;6.85;3;0;D(C)
Iván MARCANO;11;D.C. United;Divisão 2;0 (0);0;0;0;0.00;0;0;D(C)
Andriy YARMOLENKO;11;New York City FC;Divisão 1;1 (0);0;0;0;6.00;1;0;AM,F(RL)
Andriy YARMOLENKO;10;New York City FC;Divisão 1;4 (0);0;2;0;6.25;0;0;AM,F(RL)
Andriy YARMOLENKO;9;New York City FC;Divisão 1;6 (0);1;0;0;5.83;2;0;AM,F(RL)
Andriy YARMOLENKO;2;Cruzeiro;Divisão 1;5 (0);0;0;0;5.60;0;0;AM,F(RL)
Andriy YARMOLENKO;1;Cruzeiro;Divisão 1;7 (0);2;2;1;5.57;1;0;AM,F(RL)
Francis COQUELIN;6;Peñarol;Divisão 2;0 (12);2;0;0;7.08;0;0;DM(C),M(RLC)
Leandro CABRERA;8;San Lorenzo;Divisão 1;3 (0);0;0;0;6.00;0;0;D(LC)
Leandro CABRERA;7;San Lorenzo;Divisão 1;1 (0);0;0;0;6.00;0;0;D(LC)
Leandro CABRERA;6;San Lorenzo;Divisão 1;12 (0);1;1;0;6.42;3;0;D(LC)
Leandro CABRERA;5;San Lorenzo;Divisão 2;14 (0);1;4;0;6.50;0;0;D(LC)
Emboaba OSCAR;11;Club América;Divisão 1;3 (6);0;2;0;6.44;1;0;M(C),AM(RLC)
Emboaba OSCAR;10;Club América;Divisão 2;5 (17);1;1;0;6.41;1;0;M(C),AM(RLC)
Emboaba OSCAR;7;Orlando City SC;Divisão 2;19 (1);2;5;1;7.35;1;0;M(C),AM(RLC)
Emboaba OSCAR;6;Orlando City SC;Divisão 1;10 (1);2;0;0;6.55;0;0;M(C),AM(RLC)
Emboaba OSCAR;5;São Paulo FC;Divisão 1;15 (0);0;0;0;6.07;1;0;M(C),AM(RLC)
Emboaba OSCAR;4;New York City FC;Divisão 2;13 (0);4;2;0;7.08;3;1;M(C),AM(RLC)
Emboaba OSCAR;2;Boca Juniors;Divisão 1;15 (0);4;2;2;6.67;0;0;M(C),AM(RLC)
Haris SEFEROVIĆ;5;D.C. United;Divisão 2;7 (0);2;1;2;7.00;1;0;F(C)
Marcos ROJO;8;Boca Juniors;Divisão 2;5 (0);0;0;0;6.00;0;0;D(LC)
Marcos ROJO;7;Boca Juniors;Divisão 2;28 (0);1;0;0;5.86;1;0;D(LC)
Marcos ROJO;6;Boca Juniors;Divisão 2;1 (0);1;0;0;7.00;1;0;D(LC)
Marcos ROJO;5;Boca Juniors;Divisão 2;4 (0);1;0;0;6.50;0;0;D(LC)
Marcos ROJO;4;Vasco da Gama;Divisão 2;9 (0);0;0;0;6.56;2;0;D(LC)
Chris WOOD;11;San Lorenzo;Divisão 2;0 (0);0;0;0;0.00;0;0;F(C)
Patrick VAN AANHOLT;11;Lanús;Divisão 2;0 (0);0;0;0;0.00;0;0;D,DM,M(L)
Patrick VAN AANHOLT;10;Lanús;Divisão 2;2 (0);0;0;0;6.00;0;0;D,DM,M(L)
Patrick VAN AANHOLT;9;Lanús;Divisão 2;3 (0);0;0;0;5.67;1;0;D,DM,M(L)
Patrick VAN AANHOLT;8;Lanús;Divisão 1;1 (0);0;0;0;6.00;0;0;D,DM,M(L)
Patrick VAN AANHOLT;7;Lanús;Divisão 1;12 (0);0;0;0;6.00;2;0;D,DM,M(L)
Patrick VAN AANHOLT;6;Colo-Colo;Divisão 1;8 (0);0;0;0;6.38;1;0;D,DM,M(L)
Patrick VAN AANHOLT;5;Colo-Colo;Divisão 2;25 (0);2;0;1;6.60;1;0;D,DM,M(L)
Patrick VAN AANHOLT;4;Colo-Colo;Divisão 2;16 (0);0;0;0;6.31;2;0;D,DM,M(L)
Marcos ROCHA;11;Atlético Mineiro;Divisão 2;6 (0);1;0;0;6.17;3;0;D(RC),DM,M(R)
Marcos ROCHA;10;Atlético Mineiro;Divisão 2;1 (0);0;0;0;6.00;0;0;D(RC),DM,M(R)
Marcos ROCHA;7;Atlético Mineiro;Divisão 2;5 (0);0;0;0;6.80;1;0;D(RC),DM,M(R)
Marcos ROCHA;6;Atlético Mineiro;Divisão 2;13 (0);1;0;0;6.46;3;0;D(RC),DM,M(R)
Mário FERNANDES;11;Barcelona SC;Divisão 2;2 (0);0;0;0;7.50;1;0;D(RC),DM,M(R)
Mário FERNANDES;10;Barcelona SC;Divisão 2;12 (0);0;0;0;5.83;2;0;D(RC),DM,M(R)
Mário FERNANDES;5;Boca Juniors;Divisão 2;19 (0);1;0;1;6.21;5;0;D(RC),DM,M(R)
Mário FERNANDES;4;Boca Juniors;Divisão 1;12 (0);0;0;0;6.25;0;1;D(RC),DM,M(R)
Mário FERNANDES;3;São Paulo FC;Divisão 1;22 (0);0;0;0;6.27;3;0;D(RC),DM,M(R)
Milton CASCO;11;New York City FC;Divisão 1;4 (0);0;0;0;6.00;0;0;D,DM(RL),M(L)
Milton CASCO;10;New York City FC;Divisão 1;5 (0);0;0;0;6.20;0;0;D,DM(RL),M(L)
Milton CASCO;9;New York City FC;Divisão 1;1 (0);0;0;0;6.00;0;0;D,DM(RL),M(L)
Milton CASCO;8;New York City FC;Divisão 1;1 (1);0;0;0;6.00;0;0;D,DM(RL),M(L)
Milton CASCO;7;New York City FC;Divisão 1;4 (1);0;0;0;6.00;0;0;D,DM(RL),M(L)
